Tool ID,In SR or is Standalone?,1st Level Code,2nd Level Code,3rd Level Code,4th Level Code,Normalised Criterion,Appraisal (A) or Reporting (R) Mode,"Original, Modified or Existing tool?",Eligibility of Parent Tool?,Web of Science Topic Label 1,Web of Science Topic Label 2,Web of Science Topic Label 3,Web of Science Topic Label 4,Web of Science Topic Label 5
Santos 2017,Systematic review,Test System,Experimental Practice,Controlling for systematic error,Blinding,Blinding of operator,R,Existing,Ineligible,Plant sciences,Medicinal chemistry,Integrative and complementary medicine,Pharmacology and pharmacy,
Santos 2017,Systematic review,Test System,Experimental Practice,Nonspecific error control,Not classified,Use of more than one microorganism,R,Existing,Ineligible,Plant sciences,Medicinal chemistry,Integrative and complementary medicine,Pharmacology and pharmacy,
Santos 2017,Systematic review,Test System,Theory,PECO,Controls,Use of negative controls,R,Existing,Ineligible,Plant sciences,Medicinal chemistry,Integrative and complementary medicine,Pharmacology and pharmacy,
Santos 2017,Systematic review,Test System,Theory,PECO,Controls,Use of positive controls,R,Existing,Ineligible,Plant sciences,Medicinal chemistry,Integrative and complementary medicine,Pharmacology and pharmacy,
Sarkis-Onofre 2014,Systematic review,Test System,Experimental Practice,Controlling for random error,Sample size,Sample size calculation,R,Original,N/A,Dentistry,Oral surgery and medicine,Pharmacology and pharmacy,,
Sarkis-Onofre 2014,Systematic review,Test System,Experimental Practice,Controlling for systematic error,Blinding,Blinding of operator of test machine,R,Original,N/A,Dentistry,Oral surgery and medicine,Pharmacology and pharmacy,,
Sarkis-Onofre 2014,Systematic review,Test System,Experimental Practice,Controlling for systematic error,Randomisation,Randomisation of teeth,R,Original,N/A,Dentistry,Oral surgery and medicine,Pharmacology and pharmacy,,
Sarkis-Onofre 2014,Systematic review,Test System,Experimental Practice,Nonspecific error control,Investigator roles,Endodontic treatment performed by single operator,R,Original,N/A,Dentistry,Oral surgery and medicine,Pharmacology and pharmacy,,
Sarkis-Onofre 2014,Systematic review,Test System,Experimental Practice,Not classified,Not classified,Materials used according to manufacturers instructions,R,Original,N/A,Dentistry,Oral surgery and medicine,Pharmacology and pharmacy,,
Sarkis-Onofre 2014,Systematic review,Test System,Theory,Methodological Information,Not classified,Teeth free of caries or restoration,R,Original,N/A,Dentistry,Oral surgery and medicine,Pharmacology and pharmacy,,
Sarkis-Onofre 2014,Systematic review,Test System,Theory,Methodological Information,Not classified,Teeth with similar dimensions,R,Original,N/A,Dentistry,Oral surgery and medicine,Pharmacology and pharmacy,,
Schneider 2009,Standalone,Analysis,Results,Complete reporting,Not classified,Complete outcome reporting,A,Original,N/A,Toxicology,,,,
Schneider 2009,Standalone,Analysis,Results,Complete reporting,Not classified,Transparent reporting of results for all outcomes,A,Original,N/A,Toxicology,,,,
Schneider 2009,Standalone,Analysis,Results,Not classified,Not classified,Reliable quantitative study results,A,Original,N/A,Toxicology,,,,
Schneider 2009,Standalone,Analysis,Results,Statistical methods,Not classified,Transparent statistical methods,R,Original,N/A,Toxicology,,,,
Schneider 2009,Standalone,Test System,Experimental Practice,Controlling for random error,Replicates,Number of replicates,R,Original,N/A,Toxicology,,,,
Schneider 2009,Standalone,Test System,Not classified,Not classified,Not classified,Choice of study design for obtaining substance-specific data,A,Original,N/A,Toxicology,,,,
Schneider 2009,Standalone,Test System,Not classified,Not classified,Not classified,Description of test system,R,Original,N/A,Toxicology,,,,
Schneider 2009,Standalone,Test System,Not classified,Not classified,Not classified,Test system properties,R,Original,N/A,Toxicology,,,,
Schneider 2009,Standalone,Test System,Theory,Methodological Information,Not classified,Concentrations in application media,R,Original,N/A,Toxicology,,,,
Schneider 2009,Standalone,Test System,Theory,Methodological Information,Not classified,Method of administration,R,Original,N/A,Toxicology,,,,
Schneider 2009,Standalone,Test System,Theory,PECO,Controls,Use of negative controls,R,Original,N/A,Toxicology,,,,
Schneider 2009,Standalone,Test System,Theory,PECO,Controls,Use of positive controls,R,Original,N/A,Toxicology,,,,
Schneider 2009,Standalone,Test System,Theory,PECO,Exposure or intervention,Physico-chemical properties of test article,A,Original,N/A,Toxicology,,,,
Schneider 2009,Standalone,Test System,Theory,PECO,Exposure or intervention,Dose levels,R,Original,N/A,Toxicology,,,,
Schneider 2009,Standalone,Test System,Theory,PECO,Exposure or intervention,Duration of exposure,R,Original,N/A,Toxicology,,,,
Schneider 2009,Standalone,Test System,Theory,PECO,Exposure or intervention,Frequency of exposure,R,Original,N/A,Toxicology,,,,
Schneider 2009,Standalone,Test System,Theory,PECO,Outcomes,Outcome measurement methods,R,Original,N/A,Toxicology,,,,
Schneider 2009,Standalone,Test System,Theory,PECO,Outcomes,Outcomes,R,Original,N/A,Toxicology,,,,
Schneider 2009,Standalone,Test System,Theory,PECO,Outcomes,Timing of outcome measurements,R,Original,N/A,Toxicology,,,,
Schneider 2009,Standalone,Test System,Verification,Exposure,Not classified,Identity of test article,R,Original,N/A,Toxicology,,,,
Schneider 2009,Standalone,Test System,Verification,Exposure,Not classified,Purity of test article,R,Original,N/A,Toxicology,,,,
Schneider 2009,Standalone,Test System,Verification,Exposure,Not classified,Source of test article,R,Original,N/A,Toxicology,,,,
Schneider 2009,Standalone,Test System,Verification,Not classified,Not classified,Source of test system,R,Original,N/A,Toxicology,,,,
Schneider 2009,Standalone,Test System,Verification,Population,Not classified,Conditions of cultivation,R,Original,N/A,Toxicology,,,,
Schneider 2009,Standalone,Test System,Verification,Population,Not classified,Conditions of maintenance,R,Original,N/A,Toxicology,,,,
Scholes 2015,Systematic review,Analysis,Results,Complete reporting,Not classified,Description of dropouts,A,Modified,Ineligible,Orthopedics,Sports sciences,Surgery,,
Scholes 2015,Systematic review,Analysis,Results,Not classified,Not classified,Reproducible analysis,A,Modified,Ineligible,Orthopedics,Sports sciences,Surgery,,
Scholes 2015,Systematic review,Analysis,Results,Not classified,Not classified,Reproducible measurement,A,Modified,Ineligible,Orthopedics,Sports sciences,Surgery,,
Scholes 2015,Systematic review,Analysis,Results,Statistical methods,Not classified,Statistical methods,R A,Modified,Ineligible,Orthopedics,Sports sciences,Surgery,,
Scholes 2015,Systematic review,Test System,Experimental Practice,Controlling for random error,Sample size,Power analysis,U,Modified,Ineligible,Orthopedics,Sports sciences,Surgery,,
Scholes 2015,Systematic review,Test System,Experimental Practice,Controlling for random error,Sample size,Rationale for sample size,U,Modified,Ineligible,Orthopedics,Sports sciences,Surgery,,
Scholes 2015,Systematic review,Test System,Experimental Practice,Controlling for systematic error,Selection,Subject selection criteria unbiased,A,Modified,Ineligible,Orthopedics,Sports sciences,Surgery,,
Scholes 2015,Systematic review,Test System,Experimental Practice,Nonspecific error control,Investigator roles,Multiple observers assessing outcomes,U,Modified,Ineligible,Orthopedics,Sports sciences,Surgery,,
Scholes 2015,Systematic review,Test System,Experimental Practice,Nonspecific error control,Not classified,Objective procedure for assessing outcomes,A,Modified,Ineligible,Orthopedics,Sports sciences,Surgery,,
Scholes 2015,Systematic review,Test System,Experimental Practice,Not classified,Not classified,Recruitment rate >80%,U,Modified,Ineligible,Orthopedics,Sports sciences,Surgery,,
Scholes 2015,Systematic review,Test System,Not classified,Not classified,Not classified,Active muscle contraction on joint load,U,Modified,Ineligible,Orthopedics,Sports sciences,Surgery,,
Scholes 2015,Systematic review,Test System,Not classified,Not classified,Not classified,Clearly defined outcome assessment procedure,U,Modified,Ineligible,Orthopedics,Sports sciences,Surgery,,
Scholes 2015,Systematic review,Test System,Not classified,Not classified,Not classified,Constrained joint motion,U,Modified,Ineligible,Orthopedics,Sports sciences,Surgery,,
Scholes 2015,Systematic review,Test System,Not classified,Not classified,Not classified,Dynamic joint motion,U,Modified,Ineligible,Orthopedics,Sports sciences,Surgery,,
Scholes 2015,Systematic review,Test System,Not classified,Not classified,Not classified,Embalmed in vitro specimen,U,Modified,Ineligible,Orthopedics,Sports sciences,Surgery,,
Scholes 2015,Systematic review,Test System,Not classified,Not classified,Not classified,Externally applied joint load,U,Modified,Ineligible,Orthopedics,Sports sciences,Surgery,,
Scholes 2015,Systematic review,Test System,Not classified,Not classified,Not classified,Fresh frozen in vitro specimen with minimal dissection,U,Modified,Ineligible,Orthopedics,Sports sciences,Surgery,,
Scholes 2015,Systematic review,Test System,Not classified,Not classified,Not classified,Fresh frozen in vitro specimen with substantial dissection,U,Modified,Ineligible,Orthopedics,Sports sciences,Surgery,,
Scholes 2015,Systematic review,Test System,Not classified,Not classified,Not classified,Functional weightbearing joint load,U,Modified,Ineligible,Orthopedics,Sports sciences,Surgery,,
Scholes 2015,Systematic review,Test System,Not classified,Not classified,Not classified,Passive joint load,U,Modified,Ineligible,Orthopedics,Sports sciences,Surgery,,
Scholes 2015,Systematic review,Test System,Not classified,Not classified,Not classified,Quasi-dynamic joint motion,U,Modified,Ineligible,Orthopedics,Sports sciences,Surgery,,
Scholes 2015,Systematic review,Test System,Not classified,Not classified,Not classified,Static joint,U,Modified,Ineligible,Orthopedics,Sports sciences,Surgery,,
Scholes 2015,Systematic review,Test System,Not classified,Not classified,Not classified,Unconstrained joint motion,U,Modified,Ineligible,Orthopedics,Sports sciences,Surgery,,
Scholes 2015,Systematic review,Test System,Theory,PECO,Outcomes,Clinical condition of subject objectively defined,U,Modified,Ineligible,Orthopedics,Sports sciences,Surgery,,
Scholes 2015,Systematic review,Test System,Theory,PECO,Outcomes,Computer algorithm procedure for assessing outcomes,U,Modified,Ineligible,Orthopedics,Sports sciences,Surgery,,
Scholes 2015,Systematic review,Test System,Theory,PECO,Outcomes,Established reliability of outcome criteria,U,Modified,Ineligible,Orthopedics,Sports sciences,Surgery,,
Scholes 2015,Systematic review,Test System,Theory,PECO,Outcomes,Established validity of outcome criteria,U,Modified,Ineligible,Orthopedics,Sports sciences,Surgery,,
Scholes 2015,Systematic review,Test System,Theory,PECO,Outcomes,Outcome criteria,U,Modified,Ineligible,Orthopedics,Sports sciences,Surgery,,
Scholes 2015,Systematic review,Test System,Theory,PECO,Population,Healthy condition of subject objectively defined,U,Modified,Ineligible,Orthopedics,Sports sciences,Surgery,,
Scholes 2015,Systematic review,Test System,Theory,PECO,Population,Eligibility criteria for population,R,Modified,Ineligible,Orthopedics,Sports sciences,Surgery,,
Sedrez-Porto 2016,Systematic review,Test System,Experimental Practice,Controlling for random error,Sample size,Sample size calculation,R,Modified,Eligible,Dentistry,Oral surgery and medicine,,,
Sedrez-Porto 2016,Systematic review,Test System,Experimental Practice,Controlling for systematic error,Blinding,Blinding of evaluators,R,Modified,Eligible,Dentistry,Oral surgery and medicine,,,
Sedrez-Porto 2016,Systematic review,Test System,Experimental Practice,Controlling for systematic error,Randomisation,Randomisation of teeth,R,Modified,Eligible,Dentistry,Oral surgery and medicine,,,
Sedrez-Porto 2016,Systematic review,Test System,Experimental Practice,Nonspecific error control,Not classified,Fracture strength data variation coefficient <50%,R,Modified,Eligible,Dentistry,Oral surgery and medicine,,,
Sedrez-Porto 2016,Systematic review,Test System,Experimental Practice,Nonspecific error control,Not classified,Similarity of morphology of teeth,R,Modified,Eligible,Dentistry,Oral surgery and medicine,,,
Sedrez-Porto 2016,Systematic review,Test System,Theory,PECO,Controls,Use of control groups,R,Modified,Eligible,Dentistry,Oral surgery and medicine,,,
Simko 2015,Systematic review,Test System,Theory,PECO,Controls,Use of negative controls,U,Unclear,Unclear,Multidisciplinary chemistry,Biochemistry and molecular biology,,,
Simko 2015,Systematic review,Test System,Theory,PECO,Controls,Use of positive controls,U,Unclear,Unclear,Multidisciplinary chemistry,Biochemistry and molecular biology,,,
Simko 2016,Systematic review,Test System,Experimental Practice,Controlling for systematic error,Blinding,Blinded analysis,U,Original,N/A,Environmental sciences,Environmental and occupational public health,,,
Simko 2016,Systematic review,Test System,Theory,Methodological Information,Not classified,Temperature control,U,Original,N/A,Environmental sciences,Environmental and occupational public health,,,
Simko 2016,Systematic review,Test System,Theory,PECO,Controls,Use of negative controls,U,Original,N/A,Environmental sciences,Environmental and occupational public health,,,
Simko 2016,Systematic review,Test System,Theory,PECO,Controls,Use of positive controls,U,Original,N/A,Environmental sciences,Environmental and occupational public health,,,
Simko 2016,Systematic review,Test System,Theory,PECO,Exposure or intervention,Dosimetry,U,Original,N/A,Environmental sciences,Environmental and occupational public health,,,
Teixeira 2018,Standalone,Analysis,Interpretation,Significance,Not classified,Clinical significance of results,R,Modified,Eligible,Anatomy & morphology,Medical laboratory technology,Pathology,,
Teixeira 2018,Standalone,Analysis,Interpretation,Significance,Not classified,Relationship of results to other relevant studies,R,Modified,Eligible,Anatomy & morphology,Medical laboratory technology,Pathology,,
Teixeira 2018,Standalone,Analysis,Results,Complete reporting,Not classified,Handling of missing data,R,Modified,Eligible,Anatomy & morphology,Medical laboratory technology,Pathology,,
Teixeira 2018,Standalone,Analysis,Results,Statistical methods,Not classified,Detailed multivariate analysis with estimated effect and confidence intervals,R,Modified,Eligible,Anatomy & morphology,Medical laboratory technology,Pathology,,
Teixeira 2018,Standalone,Analysis,Results,Statistical methods,Not classified,Detailed univariate analysis,R,Modified,Eligible,Anatomy & morphology,Medical laboratory technology,Pathology,,
Teixeira 2018,Standalone,Analysis,Results,Statistical methods,Not classified,Internal validation,R,Modified,Eligible,Anatomy & morphology,Medical laboratory technology,Pathology,,
Teixeira 2018,Standalone,Analysis,Results,Statistical methods,Not classified,Kaplan Meier plot and estimated effect for survival,R,Modified,Eligible,Anatomy & morphology,Medical laboratory technology,Pathology,,
Teixeira 2018,Standalone,Analysis,Results,Statistical methods,Not classified,Selection of statistical variables,R,Modified,Eligible,Anatomy & morphology,Medical laboratory technology,Pathology,,
Teixeira 2018,Standalone,Analysis,Results,Statistical methods,Not classified,Sensitivity analysis,R,Modified,Eligible,Anatomy & morphology,Medical laboratory technology,Pathology,,
Teixeira 2018,Standalone,Analysis,Results,Statistical methods,Not classified,Statistical assumption checking,R,Modified,Eligible,Anatomy & morphology,Medical laboratory technology,Pathology,,
Teixeira 2018,Standalone,Analysis,Results,Statistical methods,Not classified,Statistical methods,R,Modified,Eligible,Anatomy & morphology,Medical laboratory technology,Pathology,,
Teixeira 2018,Standalone,Objective,Hypothesis,Hypothesis,Not classified,Hypothesis,R,Modified,Eligible,Anatomy & morphology,Medical laboratory technology,Pathology,,
Teixeira 2018,Standalone,Objective,Not classified,Not classified,Not classified,Objectives,R,Modified,Eligible,Anatomy & morphology,Medical laboratory technology,Pathology,,
Teixeira 2018,Standalone,Test System,Experimental Practice,Controlling for random error,Sample size,Rationale for sample size,R,Modified,Eligible,Anatomy & morphology,Medical laboratory technology,Pathology,,
Teixeira 2018,Standalone,Test System,Experimental Practice,Protocol,Not classified,Assay protocol includes biomarker evaluation method,R,Modified,Eligible,Anatomy & morphology,Medical laboratory technology,Pathology,,
Teixeira 2018,Standalone,Test System,Experimental Practice,Protocol,Not classified,Assay protocol includes materials,R,Modified,Eligible,Anatomy & morphology,Medical laboratory technology,Pathology,,
Teixeira 2018,Standalone,Test System,Experimental Practice,Protocol,Not classified,Assay protocol includes scoring system,R,Modified,Eligible,Anatomy & morphology,Medical laboratory technology,Pathology,,
Teixeira 2018,Standalone,Test System,Theory,Fit,External validity,Relation of the biomarker with prognostic factors,U,Modified,Eligible,Anatomy & morphology,Medical laboratory technology,Pathology,,
Teixeira 2018,Standalone,Test System,Theory,Methodological Information,Not classified,Fixation of material,R,Modified,Eligible,Anatomy & morphology,Medical laboratory technology,Pathology,,
Teixeira 2018,Standalone,Test System,Theory,Methodological Information,Not classified,Method of case follow-up,R,Modified,Eligible,Anatomy & morphology,Medical laboratory technology,Pathology,,
Teixeira 2018,Standalone,Test System,Theory,Methodological Information,Not classified,Method of case selection,R,Modified,Eligible,Anatomy & morphology,Medical laboratory technology,Pathology,,
Teixeira 2018,Standalone,Test System,Theory,Methodological Information,Not classified,Method of case stratification,R,Modified,Eligible,Anatomy & morphology,Medical laboratory technology,Pathology,,
Teixeira 2018,Standalone,Test System,Theory,Methodological Information,Not classified,Selection of model variables,R,Modified,Eligible,Anatomy & morphology,Medical laboratory technology,Pathology,,
Teixeira 2018,Standalone,Test System,Theory,Methodological Information,Not classified,Storage of material,R,Modified,Eligible,Anatomy & morphology,Medical laboratory technology,Pathology,,
Teixeira 2018,Standalone,Test System,Theory,PECO,Outcomes,Biomarker,R,Modified,Eligible,Anatomy & morphology,Medical laboratory technology,Pathology,,
Teixeira 2018,Standalone,Test System,Theory,PECO,Outcomes,Clinical end-points,R,Modified,Eligible,Anatomy & morphology,Medical laboratory technology,Pathology,,
Teixeira 2018,Standalone,Test System,Theory,PECO,Outcomes,Cut-off point for each marker,R,Modified,Eligible,Anatomy & morphology,Medical laboratory technology,Pathology,,
Teixeira 2018,Standalone,Test System,Theory,PECO,Population,Eligibility criteria for population,R,Modified,Eligible,Anatomy & morphology,Medical laboratory technology,Pathology,,
Teixeira 2018,Standalone,Test System,Theory,PECO,Population,Study subject characteristics,R,Modified,Eligible,Anatomy & morphology,Medical laboratory technology,Pathology,,
Teixeira 2018,Standalone,Test System,Theory,PECO,Population,Study subjects' demographic characteristics and prognostic factors,R,Modified,Eligible,Anatomy & morphology,Medical laboratory technology,Pathology,,
Teixeira 2018b,Standalone,Analysis,Results,Data normalisation,Not classified,Data normalisation,R,Original,N/A,Anatomy & morphology,Medical laboratory technology,Pathology,,
Teixeira 2018b,Standalone,Analysis,Results,Data normalisation,Not classified,Data standardisation,R,Original,N/A,Anatomy & morphology,Medical laboratory technology,Pathology,,
Teixeira 2018b,Standalone,Analysis,Results,Data normalisation,Not classified,Noise attenuation,R,Original,N/A,Anatomy & morphology,Medical laboratory technology,Pathology,,
Teixeira 2018b,Standalone,Analysis,Results,Image analysis,Not classified,Image processing,R,Original,N/A,Anatomy & morphology,Medical laboratory technology,Pathology,,
Teixeira 2018b,Standalone,Analysis,Results,Image analysis,Not classified,"Labeling of cell type, structures, and other tissue elements",R,Original,N/A,Anatomy & morphology,Medical laboratory technology,Pathology,,
Teixeira 2018b,Standalone,Analysis,Results,Image analysis,Not classified,Preservation of morphology in figures,R,Original,N/A,Anatomy & morphology,Medical laboratory technology,Pathology,,
Teixeira 2018b,Standalone,Analysis,Results,Software,Not classified,Software,R,Original,N/A,Anatomy & morphology,Medical laboratory technology,Pathology,,
Teixeira 2018b,Standalone,Analysis,Results,Statistical methods,Not classified,Background attenuation,R,Original,N/A,Anatomy & morphology,Medical laboratory technology,Pathology,,
Teixeira 2018b,Standalone,Analysis,Results,Statistical methods,Not classified,Quantitation methods,R,Original,N/A,Anatomy & morphology,Medical laboratory technology,Pathology,,
Teixeira 2018b,Standalone,Analysis,Results,Visualisation methods,Not classified,Signal to noise ratio in figures,R,Original,N/A,Anatomy & morphology,Medical laboratory technology,Pathology,,
Teixeira 2018b,Standalone,Analysis,Results,Visualisation methods,Not classified,Technical quality of figures,R,Original,N/A,Anatomy & morphology,Medical laboratory technology,Pathology,,
Teixeira 2018b,Standalone,Analysis,Results,Visualisation methods,Not classified,Visualisation systems,R,Original,N/A,Anatomy & morphology,Medical laboratory technology,Pathology,,
Teixeira 2018b,Standalone,Not classified,Not classified,Not classified,Not classified,Distinct labeling of the different specimen groups,R,Original,N/A,Anatomy & morphology,Medical laboratory technology,Pathology,,
Teixeira 2018b,Standalone,Not classified,Not classified,Not classified,Not classified,Fields,R,Original,N/A,Anatomy & morphology,Medical laboratory technology,Pathology,,
Teixeira 2018b,Standalone,Other,Captions,Not classified,Not classified,Consistency between text and figures in manuscript,R,Original,N/A,Anatomy & morphology,Medical laboratory technology,Pathology,,
Teixeira 2018b,Standalone,Test System,Experimental Practice,Controlling for random error,Sample size,Number of specimens,R,Original,N/A,Anatomy & morphology,Medical laboratory technology,Pathology,,
Teixeira 2018b,Standalone,Test System,Experimental Practice,Controlling for systematic error,Blinding,Blinding of evaluators,R,Original,N/A,Anatomy & morphology,Medical laboratory technology,Pathology,,
Teixeira 2018b,Standalone,Test System,Experimental Practice,Controlling for systematic error,Detection,Methods to minimise detection bias,R,Original,N/A,Anatomy & morphology,Medical laboratory technology,Pathology,,
Teixeira 2018b,Standalone,Test System,Experimental Practice,Controlling for systematic error,Randomisation,Randomisation of histological fields,R,Original,N/A,Anatomy & morphology,Medical laboratory technology,Pathology,,
Teixeira 2018b,Standalone,Test System,Experimental Practice,Nonspecific error control,Investigator roles,Agreement tests for evaluations,R,Original,N/A,Anatomy & morphology,Medical laboratory technology,Pathology,,
Teixeira 2018b,Standalone,Test System,Experimental Practice,Not classified,Not classified,Antibody titration method,R,Original,N/A,Anatomy & morphology,Medical laboratory technology,Pathology,,
Teixeira 2018b,Standalone,Test System,Experimental Practice,Not classified,Not classified,Antigen retrieval method,R,Original,N/A,Anatomy & morphology,Medical laboratory technology,Pathology,,
Teixeira 2018b,Standalone,Test system,Theory,Methodological information,Not classified,Background staining in figures,R,Original,N/A,Anatomy & morphology,Medical laboratory technology,Pathology,,
Teixeira 2018b,Standalone,Test system,Theory,Methodological information,Not classified,Counterstaining in figures,R,Original,N/A,Anatomy & morphology,Medical laboratory technology,Pathology,,
Teixeira 2018b,Standalone,Test system,Theory,Methodological information,Not classified,Histological sections,R,Original,N/A,Anatomy & morphology,Medical laboratory technology,Pathology,,
Teixeira 2018b,Standalone,Test System,Theory,Methodological Information,Not classified,Incubation time and environment,R,Original,N/A,Anatomy & morphology,Medical laboratory technology,Pathology,,
Teixeira 2018b,Standalone,Test System,Theory,Methodological Information,Not classified,Magnification of histological analysis,R,Original,N/A,Anatomy & morphology,Medical laboratory technology,Pathology,,
Teixeira 2018b,Standalone,Test System,Theory,PECO,Controls,Use of negative controls,R,Original,N/A,Anatomy & morphology,Medical laboratory technology,Pathology,,
Teixeira 2018b,Standalone,Test System,Theory,PECO,Controls,Use of positive controls,R,Original,N/A,Anatomy & morphology,Medical laboratory technology,Pathology,,
Teixeira 2018b,Standalone,Test System,Theory,PECO,Outcomes,Criteria for intensity scores for immunolabeling,R,Original,N/A,Anatomy & morphology,Medical laboratory technology,Pathology,,
Teixeira 2018b,Standalone,Test System,Theory,PECO,Outcomes,Criteria for negative immunolabeling,R,Original,N/A,Anatomy & morphology,Medical laboratory technology,Pathology,,
Teixeira 2018b,Standalone,Test System,Theory,PECO,Outcomes,Criteria for positive immunolabeling,R,Original,N/A,Anatomy & morphology,Medical laboratory technology,Pathology,,
Teixeira 2018b,Standalone,Test System,Theory,PECO,Outcomes,Criteria for selection of histological fields,R,Original,N/A,Anatomy & morphology,Medical laboratory technology,Pathology,,
Teixeira 2018b,Standalone,Test System,Verification,Not classified,Not classified,Citation of clone for monoclonal antibodies,R,Original,N/A,Anatomy & morphology,Medical laboratory technology,Pathology,,
Teixeira 2018b,Standalone,Test System,Verification,Not classified,Not classified,Identification of monoclonal antibodies,R,Original,N/A,Anatomy & morphology,Medical laboratory technology,Pathology,,
Teixeira 2018b,Standalone,Test System,Verification,Not classified,Not classified,Identification of polyclonal antibodies,R,Original,N/A,Anatomy & morphology,Medical laboratory technology,Pathology,,
Tsirogiannis 2016,Systematic review,Analysis,Results,Statistical methods,Not classified,Statistical methods,R A,Modified,Ineligible,Dentistry,Oral surgery and medicine,,,
Tsirogiannis 2016,Systematic review,Not classified,Not classified,Not classified,Not classified,Definitive restoration,R A,Modified,Ineligible,Dentistry,Oral surgery and medicine,,,
Tsirogiannis 2016,Systematic review,Objective,Not classified,Not classified,Not classified,Aim,R A,Modified,Ineligible,Dentistry,Oral surgery and medicine,,,
Tsirogiannis 2016,Systematic review,Test System,Experimental Practice,Controlling for random error,Sample size,Power analysis,R A,Modified,Ineligible,Dentistry,Oral surgery and medicine,,,
Tsirogiannis 2016,Systematic review,Test System,Experimental Practice,Nonspecific error control,Not classified,Contemporary groups,R A,Modified,Ineligible,Dentistry,Oral surgery and medicine,,,
Tsirogiannis 2016,Systematic review,Test System,Experimental Practice,Not classified,Not classified,Number of observations,R,Modified,Ineligible,Dentistry,Oral surgery and medicine,,,
Tsirogiannis 2016,Systematic review,Test system,Theory,Methodological information,Not classified,Impression method,R A,Modified,Ineligible,Dentistry,Oral surgery and medicine,,,
Tsirogiannis 2016,Systematic review,Test System,Theory,Methodological Information,Not classified,Preparation method,R A,Modified,Ineligible,Dentistry,Oral surgery and medicine,,,
Tsirogiannis 2016,Systematic review,Test system,Theory,Methodological information,Not classified,Retentive element,R A,Modified,Ineligible,Dentistry,Oral surgery and medicine,,,
Tsirogiannis 2016,Systematic review,Test System,Theory,PECO,Controls,Control groups with other impression materials,R A,Modified,Ineligible,Dentistry,Oral surgery and medicine,,,
Twetman 2013,Systematic review,Test System,Experimental Practice,Controlling for systematic error,Attrition,Reason for subjects leaving study,R,Modified,Ineligible,Dentistry,Oral surgery and medicine,,,
Twetman 2013,Systematic review,Test System,Experimental Practice,Controlling for systematic error,Attrition,Study subject attrition rates,R,Modified,Ineligible,Dentistry,Oral surgery and medicine,,,
Twetman 2013,Systematic review,Test System,Experimental Practice,Controlling for systematic error,Blinding,Blinded comparison of index test to reference test,R,Modified,Ineligible,Dentistry,Oral surgery and medicine,,,
Twetman 2013,Systematic review,Test System,Experimental Practice,Nonspecific error control,Investigator roles,Independent comparison of index test to reference test,R,Modified,Ineligible,Dentistry,Oral surgery and medicine,,,
Twetman 2013,Systematic review,Test System,Experimental Practice,Nonspecific error control,Investigator roles,Observer reliablity test,R,Modified,Ineligible,Dentistry,Oral surgery and medicine,,,
Twetman 2013,Systematic review,Test System,Experimental Practice,Nonspecific error control,Not classified,Validation reliability test,R,Modified,Ineligible,Dentistry,Oral surgery and medicine,,,
Twetman 2013,Systematic review,Test System,Experimental Practice,Not classified,Not classified,Representative sample of study participants,R,Modified,Ineligible,Dentistry,Oral surgery and medicine,,,
Twetman 2013,Systematic review,Test System,Experimental Practice,Not classified,Not classified,Representative sample of teeth,R,Modified,Ineligible,Dentistry,Oral surgery and medicine,,,
Twetman 2013,Systematic review,Test System,Not classified,Not classified,Not classified,Histological validation of teeth,R,Modified,Ineligible,Dentistry,Oral surgery and medicine,,,
Twetman 2013,Systematic review,Test System,Not classified,Not classified,Not classified,Inclusion of different categories of teeth,R,Modified,Ineligible,Dentistry,Oral surgery and medicine,,,
Twetman 2013,Systematic review,Test System,Theory,Fit,External validity,Clinically relevant sample of study participants,R,Modified,Ineligible,Dentistry,Oral surgery and medicine,,,
Twetman 2013,Systematic review,Test System,Theory,Fit,External validity,Clinically relevant sample of teeth,R,Modified,Ineligible,Dentistry,Oral surgery and medicine,,,
Twetman 2013,Systematic review,Test System,Theory,PECO,Population,Characterisation of study subjects,R,Modified,Ineligible,Dentistry,Oral surgery and medicine,,,
Twetman 2013,Systematic review,Test System,Theory,PECO,Population,Characteristics of teeth,R,Modified,Ineligible,Dentistry,Oral surgery and medicine,,,
van Holder 2014,Systematic review,Not classified,Not classified,Not classified,Not classified,Dose-response experiments performed,R,Original,N/A,Urology and nephrology,,,,
van Holder 2014,Systematic review,Test System,Experimental Practice,Controlling for random error,Replicates,Number of experiments,R,Original,N/A,Urology and nephrology,,,,
van Holder 2014,Systematic review,Test System,Experimental Practice,Nonspecific error control,Not classified,Use of alternative experimental approach to confirm results,R,Original,N/A,Urology and nephrology,,,,
van Holder 2014,Systematic review,Test System,Experimental Practice,Not classified,Not classified,Proof of neutralisation of the basic identified mechanism,A,Original,N/A,Urology and nephrology,,,,
van Holder 2014,Systematic review,Test System,Theory,Fit,External validity,Use of real-life model,R,Original,N/A,Urology and nephrology,,,,
Verhagen 2003,Standalone,Analysis,Results,Statistical methods,Not classified,Post-study statistics,A,Original,N/A,Food science and technology,Toxicology,,,
Verhagen 2003,Standalone,Objective,Hypothesis,Hypothesis,Not classified,Hypothesis leads experimental design,A,Original,N/A,Food science and technology,Toxicology,,,
Verhagen 2003,Standalone,Test System,Experimental Practice,Controlling for random error,Replicates,Number of replicates,A,Original,N/A,Food science and technology,Toxicology,,,
